x	 u	 u_exact
0.840665	0.838946	0.842083
0.841642	0.835773	0.838754
0.842620	0.832245	0.835394
0.843597	0.828982	0.832002
0.844575	0.825507	0.828579
0.845552	0.822013	0.825125
0.846530	0.818647	0.821640
0.847507	0.814966	0.818123
0.848485	0.811581	0.814576
0.849462	0.807889	0.810998
0.850440	0.804315	0.807389
0.851417	0.800729	0.803750
0.852395	0.796933	0.800081
0.853372	0.793399	0.796381
0.854350	0.789509	0.792652
0.855327	0.785864	0.788892
0.856305	0.782035	0.785103
0.857283	0.778171	0.781284
0.858260	0.774441	0.777436
0.859238	0.770402	0.773558
0.860215	0.766660	0.769651
0.861193	0.762594	0.765715
0.862170	0.758694	0.761751
0.863148	0.754716	0.757757
0.864125	0.750602	0.753735
0.865103	0.746698	0.749684
0.866080	0.742451	0.745606
0.867058	0.738497	0.741499
0.868035	0.734256	0.737364
0.869013	0.730130	0.733201
0.869990	0.725980	0.729011
0.870968	0.721654	0.724793
0.871945	0.717562	0.720548
0.872923	0.713122	0.716275
0.873900	0.708972	0.711976
0.874878	0.704543	0.707649
0.875855	0.700226	0.703296
0.876833	0.695883	0.698917
0.877810	0.691375	0.694511
0.878788	0.687091	0.690079
0.879765	0.682466	0.685621
0.880743	0.678139	0.681137
0.881720	0.673509	0.676627
0.882698	0.669037	0.672092
0.883675	0.664481	0.667532
0.884653	0.659825	0.662946
0.885630	0.655338	0.658335
0.886608	0.650544	0.653700
0.887586	0.646051	0.649039
0.888563	0.641216	0.644355
0.889541	0.636618	0.639646
0.890518	0.631829	0.634912
0.891496	0.627065	0.630155
0.892473	0.622352	0.625374
0.893451	0.617428	0.620570
0.894428	0.612754	0.615742
0.895406	0.607736	0.610891
0.896383	0.603020	0.606017
0.897361	0.597994	0.601120
0.898338	0.593158	0.596200
0.899316	0.588188	0.591258
0.900293	0.583193	0.586294
0.901271	0.578291	0.581307
0.902248	0.573154	0.576298
0.903226	0.568280	0.571268
0.904203	0.563062	0.566216
0.905181	0.558147	0.561143
0.906158	0.552920	0.556049
0.907136	0.547897	0.550934
0.908113	0.542717	0.545798
0.909091	0.537552	0.540641
0.910068	0.532435	0.535464
0.911046	0.527132	0.530266
0.912023	0.522054	0.525049
0.913001	0.516657	0.519812
0.913978	0.511567	0.514555
0.914956	0.506133	0.509279
0.915934	0.500973	0.503984
0.916911	0.495557	0.498670
0.917889	0.490283	0.493337
0.918866	0.484918	0.487985
0.919844	0.479514	0.482615
0.920821	0.474203	0.477226
0.921799	0.468683	0.471820
0.922776	0.463401	0.466396
0.923754	0.457799	0.460954
0.924731	0.452506	0.455495
0.925709	0.446869	0.450018
0.926686	0.441520	0.444525
0.927664	0.435891	0.439015
0.928641	0.430451	0.433488
0.929619	0.424858	0.427945
0.930596	0.419309	0.422386
0.931574	0.413764	0.416811
0.932551	0.408105	0.411220
0.933529	0.402600	0.405614
0.934506	0.396850	0.399993
0.935484	0.391362	0.394356
0.936461	0.385549	0.388704
0.937439	0.380049	0.383038
0.938416	0.374206	0.377357
0.939394	0.368662	0.371662
0.940371	0.362819	0.365954
0.941349	0.357207	0.360231
0.942326	0.351387	0.354494
0.943304	0.345691	0.348745
0.944282	0.339906	0.342982
0.945259	0.334120	0.337206
0.946237	0.328373	0.331418
0.947214	0.322501	0.325617
0.948192	0.316785	0.319803
0.949169	0.310840	0.313978
0.950147	0.305141	0.308141
0.951124	0.299140	0.302292
0.952102	0.293441	0.296432
0.953079	0.287404	0.290560
0.954057	0.281687	0.284678
0.955034	0.275633	0.278785
0.956012	0.269882	0.272881
0.956989	0.263827	0.266967
0.957967	0.258029	0.261043
0.958944	0.251986	0.255109
0.959922	0.246133	0.249166
0.960899	0.240110	0.243213
0.961877	0.234197	0.237251
0.962854	0.228198	0.231280
0.963832	0.222225	0.225300
0.964809	0.216251	0.219312
0.965787	0.210220	0.213315
0.966764	0.204269	0.207311
0.967742	0.198185	0.201299
0.968719	0.192252	0.195279
0.969697	0.186123	0.189251
0.970674	0.180204	0.183217
0.971652	0.174036	0.177175
0.972630	0.168124	0.171127
0.973607	0.161925	0.165073
0.974585	0.156016	0.159012
0.975562	0.149792	0.152945
0.976540	0.143880	0.146873
0.977517	0.137639	0.140795
0.978495	0.131720	0.134711
0.979472	0.125466	0.128623
0.980450	0.119538	0.122530
0.981427	0.113276	0.116432
0.982405	0.107336	0.110330
0.983382	0.101070	0.104223
0.984360	0.095116	0.098113
0.985337	0.088849	0.091999
0.986315	0.082881	0.085881
0.987292	0.076614	0.079760
0.988270	0.070632	0.073636
0.989247	0.064367	0.067510
0.990225	0.058373	0.061381
0.991202	0.052110	0.055249
0.992180	0.046105	0.049116
0.993157	0.039844	0.042980
0.994135	0.033830	0.036843
0.995112	0.027571	0.030705
0.996090	0.021549	0.024565
0.997067	0.015292	0.018425
0.998045	0.009266	0.012284
0.999022	0.003010	0.006142
1.000000	-0.003018	0.000000
