N,nproc,uexact,umc,error,time
1000000000,1,0.500000,0.500022,-2.237734e-05,91.339782
1000000000,2,0.500000,0.500039,-3.886690e-05,46.226378
1000000000,4,0.500000,0.499993,7.486971e-06,23.476762
1000000000,8,0.500000,0.500054,-5.360715e-05,12.473703
1000000000,16,0.500000,0.500097,-9.706579e-05,6.702347
1000000000,32,0.500000,0.499939,6.057205e-05,3.546418
1000000000,64,0.500000,0.499932,6.835146e-05,1.819967
