N,nproc,uexact,umc,error,time
268435456,1,0.500000,0.499996,4.101667e-06,25.344802
268435456,2,0.500000,0.500028,-2.818968e-05,12.758407
268435456,4,0.500000,0.500098,-9.802042e-05,6.296724
268435456,8,0.500000,0.500001,-1.051087e-06,3.356839
268435456,16,0.500000,0.499998,2.148928e-06,1.752632
268435456,32,0.500000,0.500005,-5.366339e-06,0.981486
268435456,64,0.500000,0.499912,8.791759e-05,0.520690
