N,nproc,uexact,umc,error,time
4194304,1,0.500000,0.499912,8.791759e-05,0.419950
8388608,2,0.500000,0.499912,8.791759e-05,0.407062
16777216,4,0.500000,0.499912,8.791759e-05,0.407497
33554432,8,0.500000,0.499912,8.791759e-05,0.414785
67108864,16,0.500000,0.499912,8.791759e-05,0.438976
134217728,32,0.500000,0.499912,8.791759e-05,0.506809
268435456,64,0.500000,0.499912,8.791753e-05,0.526215
