N,nproc,uexact,umc,error,time
268435456,1,0.500000,0.499996,4.101667e-06,25.159966
268435456,2,0.500000,0.500028,-2.818968e-05,12.271687
268435456,4,0.500000,0.500098,-9.802087e-05,6.405994
268435456,8,0.500000,0.500001,-1.051087e-06,3.343040
268435456,16,0.500000,0.499998,2.148928e-06,1.789416
268435456,32,0.500000,0.500005,-5.366339e-06,0.979596
268435456,64,0.500000,0.499912,8.791759e-05,0.523598
