x, y, u
4.646465, -19.191919, 0.000000
5.050505, -19.191919, 0.000000
5.454545, -19.191919, 0.000000
5.858586, -19.191919, 0.000000
6.262626, -19.191919, 0.000000
6.666667, -19.191919, 0.000001
7.070707, -19.191919, 0.000002
7.474747, -19.191919, 0.000005
7.878788, -19.191919, 0.000016
8.282828, -19.191919, 0.000050
8.686869, -19.191919, 0.000163
9.090909, -19.191919, 0.000550
9.494949, -19.191919, 0.001935
9.898990, -19.191919, 0.007020
10.303030, -19.191919, 0.025798
10.707071, -19.191919, 0.091796
11.111111, -19.191919, 0.282699
11.515152, -19.191919, 0.630884
11.919192, -19.191919, 0.872101
12.323232, -19.191919, 0.964057
12.727273, -19.191919, 0.991064
13.131313, -19.191919, 0.997844
13.535354, -19.191919, 0.999103
13.939394, -19.191919, 0.998455
14.343434, -19.191919, 0.995155
14.747475, -19.191919, 0.982375
15.151515, -19.191919, 0.930670
15.555556, -19.191919, 0.734514
15.959596, -19.191919, 0.333404
16.363636, -19.191919, 0.096451
16.767677, -19.191919, 0.023740
17.171717, -19.191919, 0.005471
17.575758, -19.191919, 0.001206
17.979798, -19.191919, 0.000255
18.383838, -19.191919, 0.000052
18.787879, -19.191919, 0.000010
19.191919, -19.191919, 0.000002
19.595960, -19.191919, 0.000000
20.000000, -19.191919, 0.000000
-20.000000, -18.787879, 0.101645
-19.595960, -18.787879, 0.246852
-19.191919, -18.787879, 0.590351
-18.787879, -18.787879, 0.866627
-18.383838, -18.787879, 0.961936
-17.979798, -18.787879, 0.988888
-17.575758, -18.787879, 0.996472
-17.171717, -18.787879, 0.998589
-16.767677, -18.787879, 0.998476
-16.363636, -18.787879, 0.994832
-15.959596, -18.787879, 0.978907
-15.555556, -18.787879, 0.920998
-15.151515, -18.787879, 0.749321
-14.747475, -18.787879, 0.418594
-14.343434, -18.787879, 0.155807
-13.939394, -18.787879, 0.052396
-13.535354, -18.787879, 0.017272
-13.131313, -18.787879, 0.005595
-12.727273, -18.787879, 0.001809
-12.323232, -18.787879, 0.000591
-11.919192, -18.787879, 0.000197
-11.515152, -18.787879, 0.000068
-11.111111, -18.787879, 0.000024
-10.707071, -18.787879, 0.000009
-10.303030, -18.787879, 0.000003
-9.898990, -18.787879, 0.000001
-9.494949, -18.787879, 0.000001
-9.090909, -18.787879, 0.000000
-8.686869, -18.787879, 0.000000
-8.282828, -18.787879, 0.000001
-7.878788, -18.787879, 0.000001
-7.474747, -18.787879, 0.000002
-7.070707, -18.787879, 0.000005
-6.666667, -18.787879, 0.000009
-6.262626, -18.787879, 0.000016
-5.858586, -18.787879, 0.000026
-5.454545, -18.787879, 0.000042
-5.050505, -18.787879, 0.000064
-4.646465, -18.787879, 0.000093
-4.242424, -18.787879, 0.000130
-3.838384, -18.787879, 0.000172
-3.434343, -18.787879, 0.000219
-3.030303, -18.787879, 0.000267
-2.626263, -18.787879, 0.000311
-2.222222, -18.787879, 0.000349
-1.818182, -18.787879, 0.000374
-1.414141, -18.787879, 0.000385
-1.010101, -18.787879, 0.000380
-0.606061, -18.787879, 0.000360
-0.202020, -18.787879, 0.000327
0.202020, -18.787879, 0.000284
0.606061, -18.787879, 0.000237
1.010101, -18.787879, 0.000189
1.414141, -18.787879, 0.000144
1.818182, -18.787879, 0.000104
2.222222, -18.787879, 0.000072
2.626263, -18.787879, 0.000048
3.030303, -18.787879, 0.000030
3.434343, -18.787879, 0.000018
3.838384, -18.787879, 0.000010
4.242424, -18.787879, 0.000005
4.646465, -18.787879, 0.000003
5.050505, -18.787879, 0.000001
5.454545, -18.787879, 0.000001
5.858586, -18.787879, 0.000000
6.262626, -18.787879, 0.000000
6.666667, -18.787879, 0.000001
7.070707, -18.787879, 0.000002
7.474747, -18.787879, 0.000004
7.878788, -18.787879, 0.000011
8.282828, -18.787879, 0.000031
8.686869, -18.787879, 0.000089
9.090909, -18.787879, 0.000267
9.494949, -18.787879, 0.000823
9.898990, -18.787879, 0.002601
10.303030, -18.787879, 0.008334
10.707071, -18.787879, 0.026772
11.111111, -18.787879, 0.084815
11.515152, -18.787879, 0.254376
11.919192, -18.787879, 0.602191
12.323232, -18.787879, 0.864181
12.727273, -18.787879, 0.963364
13.131313, -18.787879, 0.991274
13.535354, -18.787879, 0.997831
13.939394, -18.787879, 0.998699
14.343434, -18.787879, 0.997169
14.747475, -18.787879, 0.991101
15.151515, -18.787879, 0.968764
15.555556, -18.787879, 0.884646
15.959596, -18.787879, 0.613985
16.363636, -18.787879, 0.234080
16.767677, -18.787879, 0.062934
17.171717, -18.787879, 0.014944
17.575758, -18.787879, 0.003344
17.979798, -18.787879, 0.000715
18.383838, -18.787879, 0.000146
18.787879, -18.787879, 0.000029
19.191919, -18.787879, 0.000005
19.595960, -18.787879, 0.000001
20.000000, -18.787879, 0.000000
-20.000000, -18.383838, 0.315433
-19.595960, -18.383838, 0.560334
-19.191919, -18.383838, 0.837623
-18.787879, -18.383838, 0.950220
-18.383838, -18.383838, 0.984652
-17.979798, -18.383838, 0.994923
-17.575758, -18.383838, 0.998011
-17.171717, -18.383838, 0.998312
-16.767677, -18.383838, 0.994900
-16.363636, -18.383838, 0.978616
-15.959596, -18.383838, 0.916471
-15.555556, -18.383838, 0.727120
-15.151515, -18.383838, 0.376143
-14.747475, -18.383838, 0.132257
-14.343434, -18.383838, 0.043137
-13.939394, -18.383838, 0.014453
-13.535354, -18.383838, 0.005027
-13.131313, -18.383838, 0.001792
